tdp,air_velocity,k_tim
210.49964355357145,12.7398992310012,2.598891062845124
125.00306259355084,8.886008254416843,4.25897961995354
140.10318729714234,5.178969485039291,11.967639059619342
148.74207074189292,10.026993032652332,5.313329664012105
80.66488326737937,8.719291359550779,8.346157791081371
200.24225788102677,4.926815765638286,7.338697203876263
243.71694788546495,5.006961365753574,4.8322149126438605
142.07816582721205,8.022900748164485,3.5321407482870733
91.84483374879925,11.218419511215052,7.995266427021045
154.26817418069288,3.097837552110771,3.491395239057535
87.58805549227034,11.751602379421504,9.673675942150057
69.37974597646163,12.248683342116353,2.530891672833387
140.79921920420492,9.554278413433732,11.189689126091148
160.00792948577853,2.228975492047979,1.434402628396633
187.72537731303444,1.7091894943064894,10.153721783031102
212.41485896220755,10.05313339467727,6.457467509245618
30.184484528271007,7.971496107925319,3.03450402470548
156.3072627698802,2.062456879820524,1.4173233278603754
142.0039986466976,9.93569862616356,10.9564156504893
171.63290008281297,9.524884095438058,10.880705245283846
197.31082800173908,10.257267637053795,4.961373441080051
59.085172991650985,10.841179620162077,7.232199567654351
241.78963928014247,12.54415306207926,6.762375380865467
227.13643264653516,13.031685321243572,11.250915688614658
232.9291125141288,12.975611649993304,4.224263873851308
139.60638136148745,11.57507812235216,10.222747023332644
48.78676808109604,11.97259781058954,5.138192206347788
95.51569920027173,9.28351269315589,10.72976280860872
61.29575338358213,9.196275393480304,5.922700958763131
226.2329261284527,3.922178006316805,3.0829515899021347
149.57918802654711,5.548901053712974,9.777927532408953
214.1536916966908,9.203127356042424,5.136361442359617
125.06132123803016,14.971891825794923,9.55430476016055
84.89031413155087,10.960010673884822,6.300964263735081
36.894552841857,12.284655597726296,4.646759623877661
105.15263228153064,3.898460192982028,10.090343279473162
90.86090642526004,14.183050389557389,6.027265379138985
157.2902999544493,6.045584351721825,5.534566105463166
246.61848606147896,8.764384572727854,3.0315008743888656
132.91780446868583,3.140664020073895,1.390597634252828
69.40243973241249,0.7684062965815597,9.448049062179589
202.48413965566212,3.601205492941333,5.0350412600714005
60.81342190256791,9.322590565002574,1.9834522106532584
229.2490744973244,13.598699911246802,10.014929815836284
239.9880671169792,13.933707308478851,4.447616630087037
141.44674701335322,2.720525848958615,3.508405950371673
38.73765508168336,4.956103181726983,5.339614657141564
69.19449035532739,7.39192969474325,8.866472692745837
