total_thermal_resistance,junction_temperature
0.289365730759134,85.91138318141643
0.2916831456719922,61.46128651591986
0.3003809910841319,67.08433425436138
0.2866884557679972,67.64263456872747
0.2873011855682963,48.17511659644632
0.3041500467933707,85.90369210452448
0.3066417476982183,99.73379084327458
0.2963815633738184,67.10934890915374
0.2813140676833683,50.83724377757741
0.3260982268178151,75.30657805474578
0.2793072575577737,49.46397957436413
0.2906993537698312,45.16864732007244
0.2836985365794773,64.94453243976596
0.356102493193237,81.97922262057341
0.3419996046840641,89.20200483022455
0.2852131537839167,85.58351183517709
0.2985167544766699,34.01057435693072
0.3596419242296675,81.214644753632
0.2828099958983057,65.16015027481555
0.2838827766746856,73.72362424423783
0.2866989416665868,81.56880556745654
0.2826851777162273,41.70250262753889
0.2796895623190643,92.6260383835475
0.2763302259161046,87.76466174699513
0.2826852150530128,90.84561626316392
0.279425124996443,64.00953056223472
0.2827376437275398,38.79385585233104
0.2845804939956149,52.18190486274989
0.2880202225790903,42.65441653269235
0.3194744232706667,97.27563359972278
0.2990886146411363,69.73743212600603
0.2890955430179637,86.91087779035642
0.2739508849588835,59.26065962728558
0.2832902012376694,49.04859417345602
0.283016717021391,35.4417752212746
0.3101431817171906,57.61237194173168
0.2777151048059243,50.23344615065237
0.2998835035412575,72.16876622339555
0.2960599602367409,98.01385917700672
0.343916576708168,70.71263629643607
0.3828238652784592,51.56891023811747
0.3170550579217903,89.19862062676985
0.3018705632834669,43.3577819249233
0.275844342218462,88.23706015890565
0.2805979400267677,92.34015726403004
0.3308537400467307,71.79818526681164
0.3061254444000266,36.85858187689527
0.2913650706169088,45.16085756868098
0.3461963528375184,107.43519960861836
0.4124314195828862,82.97767458264391
0.2900410070111746,56.35897551685995
0.2789456141738008,63.35364976611385
0.2976753034075968,57.15148513553495
0.3031532076328362,90.7274996478632
0.292621974318674,98.08417547057724
0.3137818651185748,52.09429347316356
0.2846410184848504,36.53100949555291
0.3016837601376252,80.1587295777847
0.2820937219983264,53.01176191402641
0.2974018739725068,46.79131683665024
0.3076629598307011,60.29573859682672
0.2864607740514303,79.71232764316137
0.3621493460623325,52.988600102985714
0.2892727458870327,74.09292819414944
0.3386354594858314,65.48257186875574
0.2749751066228633,70.01477089911138
0.3120834059433145,95.9891282043756
0.2806681339313547,67.06207094532428
0.3365808059659165,88.76110507640112
0.2961135112237708,68.33454196876829
0.2803694274837641,45.90596467921872
0.332039176089252,83.26754304500245
0.2923012901663155,34.325599406053335
0.3232591158804795,45.35341984919815
0.2825247439661215,60.13238709291108
0.3245863292596728,100.22026786786375
0.3743632853891848,91.16964157498067
0.2999977481270512,82.63104916584456
0.28212213850538,51.90240097784894
0.2828422612889433,76.70395398744435
0.3529705364494364,56.322482390412034
0.3214352984796247,86.47752037952876
0.2771558966656644,67.3522651215404
0.2817197409251529,94.13741835554
0.2790493434814987,40.104250744959714
0.278932022193154,42.26460722542609
0.2887024953053234,94.42661029552876
0.2848865020980875,56.33085780070064
0.2962650139578096,65.24921412182115
0.282602148322383,90.72257004446053
0.2895412679513701,70.99591382113081
0.2785944497585986,69.48309228887854
0.2748501585565344,50.32368941427562
0.2852256846746187,87.00997307551842
0.2745918068977924,82.46050272916273
0.3547392244167352,54.383208341300985
0.2851578840557355,65.11047922218286
0.2747152105188702,65.63616362795017
0.2910595627901554,39.415129132479066
0.2902410580973539,59.79677441537705
0.3007242653311746,63.8613212198423
0.3146171228936691,46.45059095126204
0.2775721752786548,72.78955041081088
0.339941887329671,45.70347648819053
0.281774558031106,65.6427859971026
0.2784640106344824,61.64666673651746
0.2915565171039584,88.59026368667752
0.3362867537750982,52.99465296965427
0.2997542522713534,71.93272070877217
0.2813891225029059,37.00275395498549
0.2801417950800691,87.52028479419468
0.3054510025238043,84.02022806061416
0.3084644023979458,96.69161195711898
0.3572112624515043,59.390525001626855
0.3038808917960433,59.32950436331432
0.3498282905689155,38.6948742934456
0.2780893499088601,86.8075442825347
0.3517972381875955,54.54080074973167
0.3755275605448954,68.6806251221516
0.2891757733575003,70.2609508769695
0.3335778318432558,98.4637288733164
0.3229576031500383,61.90799001251965
0.31317825860775,57.14729128952327
0.2962153926661083,52.61422954065701
0.2877866840416108,68.96412841096756
0.2981765094243735,48.29924747362742
0.3487105296202455,82.32742182070393
0.3148513388026461,49.99137433843152
0.2900438826902199,43.4970056132023
0.283076422752249,85.06426814503223
0.294738136645494,46.37060208775293
0.289858347040436,44.26290604252509
0.3038776734201993,98.60962813334868
0.2832749704818345,66.81079165308309
0.2743026772470396,57.41629393355155
0.3306170653705046,97.09599338505906
0.2949009387658295,86.01657689945549
0.3345676503258298,93.31862925487788
0.3791571713812344,74.0951268376932
0.282048027398348,68.23870532136732
0.299447642582221,46.74657475118096
0.2888809599560686,53.75901345547162
0.2748621730367254,93.294816987384
0.3091611738092237,83.93084728909835
0.3524817723983583,50.05016660035649
0.3629187023782825,39.5509229225226
0.3347049225481601,54.44007790130114
0.3431421503569482,56.4689251754737
0.3617964128635101,72.94671378011387
0.3070099843325201,95.0352503833276
0.2861332526389025,81.8393747338739
0.2846152891330417,35.37709021765206
0.2785452801366386,70.54388777562727
0.2818571928716192,42.381905738513765
0.2787544995366269,38.260407921291645
0.2927585784869626,61.83631982053198
0.2801942508173676,74.67705674592129
0.2787333775538374,34.880182919077484
0.3468682387203194,83.04149414342359
0.2860514711196866,54.0856183334516
0.2787318298697474,75.2346854551711
